timestamp,voltage(MQ-3b),voltage(MQ-3),voltage(MQ-9b),smoothed_voltage(MQ-3b),smoothed_voltage(MQ-3),smoothed_voltage(MQ-9b)
2025-06-11 15:40:42.414,-0.3743189673752285,-0.26177769672082096,-0.590030540375504,,,
2025-06-11 15:40:42.415,-0.36922700177925627,-0.2592321744688757,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.36922700177925627,-0.26177769672082096,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.3743189673752285,-0.2719597857286029,-0.5951216840667621,,,
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2719597857286029,-0.5951216840667621,,,
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2719597857286029,-0.5951216840667621,,,
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2643232189727662,-0.592576112221133,,,
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26177769672082096,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.3666810189812697,-0.2541411299649843,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2643232189727662,-0.592576112221133,,,
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2719597857286029,-0.5976672559123921,,,
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2668687412247115,-0.5976672559123921,,,
2025-06-11 15:40:42.415,-0.3768649501732142,-0.26941426347665764,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.3743189673752285,-0.2643232189727662,-0.592576112221133,,,
2025-06-11 15:40:42.415,-0.37177298457724195,-0.2592321744688757,-0.587484968529874,,,
2025-06-11 15:40:42.415,-0.37177298457724195,-0.2592321744688757,-0.587484968529874,-0.3748281639348255,-0.2652565771318131,-0.5916427358777355
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26941426347665764,-0.587484968529874,-0.37508276221462405,-0.26568083084047067,-0.5919821454571527
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2719597857286029,-0.5976672559123921,-0.37533736049442273,-0.26602023380739676,-0.5922367026417156
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2668687412247115,-0.5951216840667621,-0.37559195877422125,-0.2662747860325913,-0.5925761122211329
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26941426347665764,-0.5951216840667621,-0.3756768248674875,-0.2661050845491283,-0.5927458170108416
2025-06-11 15:40:42.415,-0.37177298457724195,-0.26177769672082096,-0.590030540375504,-0.37550709268095506,-0.26568083084047067,-0.592830669405696
2025-06-11 15:40:42.415,-0.36922700177925627,-0.2592321744688757,-0.590030540375504,-0.3754222265876888,-0.2651717263900816,-0.5926609646159873
2025-06-11 15:40:42.415,-0.37177298457724195,-0.2719597857286029,-0.587484968529874,-0.37559195877422125,-0.2655959800987392,-0.5926609646159874
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2719597857286029,-0.5951216840667621,-0.3758465570540199,-0.2659353830656653,-0.5930003741954046
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2719597857286029,-0.5976672559123921,-0.37635575361361706,-0.26652933825778585,-0.5932549313799675
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2592321744688757,-0.592576112221133,-0.3762708875203509,-0.2664444875160544,-0.5933397837748219
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2668687412247115,-0.5951216840667621,-0.3760162892405523,-0.26635963677432284,-0.5929155218005503
2025-06-11 15:40:42.415,-0.37177298457724195,-0.26177769672082096,-0.587484968529874,-0.3757616909607537,-0.2661899352908598,-0.5926609646159873
2025-06-11 15:40:42.415,-0.3666810189812697,-0.2592321744688757,-0.587484968529874,-0.3756768248674875,-0.2659353830656653,-0.592830669405696
2025-06-11 15:40:42.415,-0.3768649501732142,-0.26177769672082096,-0.590030540375504,-0.3758465570540199,-0.26627478603259136,-0.5927458170108417
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2745053079805482,-0.6002128277580212,-0.37610115533381855,-0.2666990397412489,-0.593085226590259
2025-06-11 15:40:42.415,-0.3768649501732142,-0.26941426347665764,-0.5951216840667621,-0.3763557536136171,-0.267038442708175,-0.5933397837748218
2025-06-11 15:40:42.415,-0.3768649501732142,-0.26941426347665764,-0.5976672559123921,-0.37652548580014955,-0.26695359196644347,-0.593679193354239
2025-06-11 15:40:42.415,-0.3768649501732142,-0.2668687412247115,-0.6002128277580212,-0.3763557536136171,-0.2666141889995174,-0.5934246361696761
2025-06-11 15:40:42.415,-0.37177298457724195,-0.2592321744688757,-0.5976672559123921,-0.37610115533381855,-0.26635963677432284,-0.5931700789851132
2025-06-11 15:40:42.415,-0.3743189673752285,-0.25668665221692955,-0.590030540375504,-0.3762708875203509,-0.2661899352908598,-0.593085226590259
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2770508302324943,-0.592576112221133,-0.3766103518934158,-0.2664444875160544,-0.5932549313799675
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2719597857286029,-0.5976672559123921,-0.37694981626648055,-0.2668687412247119,-0.5935094885645305
2025-06-11 15:40:42.415,-0.38195691576918644,-0.2719597857286029,-0.5951216840667621,-0.3772044145462792,-0.2667838904829804,-0.593679193354239
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26177769672082096,-0.5951216840667621,-0.37686495017321436,-0.26652933825778585,-0.5935094885645305
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26941426347665764,-0.5849393966842449,-0.37652548580014955,-0.2662747860325913,-0.5932549313799675
2025-06-11 15:40:42.415,-0.37177298457724195,-0.26177769672082096,-0.590030540375504,-0.3761860214270848,-0.2662747860325913,-0.5930852265902591
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26177769672082096,-0.592576112221133,-0.3761011553338186,-0.2661050845491283,-0.5929155218005503
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2745053079805482,-0.590030540375504,-0.37635575361361717,-0.26652933825778585,-0.5932549313799677
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2719597857286029,-0.5976672559123921,-0.3768649501732144,-0.2668687412247119,-0.5935943409593849
2025-06-11 15:40:42.415,-0.37941093297120076,-0.26941426347665764,-0.5951216840667621,-0.3770346823597468,-0.267038442708175,-0.5937640457490935
2025-06-11 15:40:42.415,-0.37941093297120076,-0.2668687412247115,-0.5976672559123921,-0.37678008407994823,-0.26678389048298035,-0.5935094885645306
2025-06-11 15:40:42.415,-0.3743189673752285,-0.26177769672082096,-0.590030540375504,-0.37669521798668204,-0.26661418899951733,-0.5933397837748219
2025-06-11 15:40:42.416,-0.37177298457724195,-0.2592321744688757,-0.587484968529874,-0.37635575361361717,-0.2663596367743228,-0.5929155218005505
2025-06-11 15:40:42.416,-0.37941093297120076,-0.2643232189727662,-0.592576112221133,-0.37627088752035104,-0.2663596367743228,-0.5926609646159875
2025-06-11 15:40:42.416,-0.38195691576918644,-0.26941426347665764,-0.5951216840667621,-0.37661035189341585,-0.2668687412247119,-0.5926609646159874
2025-06-11 15:40:42.416,-0.37941093297120076,-0.2719597857286029,-0.5976672559123921,-0.37678008407994823,-0.2672929949333695,-0.592830669405696
2025-06-11 15:40:42.416,-0.37941093297120076,-0.26941426347665764,-0.592576112221133,-0.37661035189341585,-0.26703844270817495,-0.5931700789851132
2025-06-11 15:40:42.416,-0.37177298457724195,-0.2643232189727662,-0.590030540375504,-0.3764406197068835,-0.26695359196644347,-0.5929155218005504
2025-06-11 15:40:42.416,-0.37177298457724195,-0.2643232189727662,-0.590030540375504,-0.3761011553338186,-0.26661418899951733,-0.592576112221133
2025-06-11 15:40:42.416,-0.3666810189812697,-0.2592321744688757,-0.587484968529874,-0.3760162892405524,-0.26652933825778585,-0.5923215550365701
2025-06-11 15:40:42.416,-0.3743189673752285,-0.26177769672082096,-0.590030540375504,-0.37627088752035104,-0.26652933825778585,-0.5927458170108417
2025-06-11 15:40:42.416,-0.37941093297120076,-0.2745053079805482,-0.5976672559123921,-0.37661035189341585,-0.26678389048298035,-0.593085226590259
2025-06-11 15:40:42.416,-0.38195691576918644,-0.26941426347665764,-0.5976672559123921,-0.37678008407994823,-0.26695359196644347,-0.5932549313799675
2025-06-11 15:40:42.416,-0.38195691576918644,-0.2668687412247115,-0.5951216840667621,-0.37678008407994823,-0.26678389048298035,-0.5934246361696762
2025-06-11 15:40:42.416,-0.3743189673752285,-0.2668687412247115,-0.592576112221133,-0.376695217986682,-0.26652933825778585,-0.5933397837748219
2025-06-11 15:40:42.416,-0.3743189673752285,-0.2643232189727662,-0.590030540375504,-0.37644061970688336,-0.2662747860325913,-0.5931700789851132
2025-06-11 15:40:42.416,-0.3666810189812697,-0.26177769672082096,-0.5849393966842449,-0.37618602142708474,-0.2658505323239337,-0.5932549313799675
2025-06-11 15:40:42.416,-0.3743189673752285,-0.2668687412247115,-0.592576112221133,-0.37644061970688336,-0.2659353830656652,-0.5934246361696762
2025-06-11 15:40:42.416,-0.38195691576918644,-0.2745053079805482,-0.5976672559123921,-0.3767800840799482,-0.2663596367743228,-0.5936791933542391
2025-06-11 15:40:42.416,-0.37941093297120076,-0.26941426347665764,-0.5951216840667621,-0.3767800840799482,-0.2663596367743228,-0.5938488981439477
2025-06-11 15:40:42.416,-0.3768649501732142,-0.26941426347665764,-0.6027583996036503,-0.3766103518934158,-0.2663596367743228,-0.593933750538802
2025-06-11 15:40:42.416,-0.3768649501732142,-0.26941426347665764,-0.590030540375504,-0.3763557536136171,-0.26610508454912823,-0.5937640457490935
2025-06-11 15:40:42.416,-0.37177298457724195,-0.26177769672082096,-0.5849393966842449,-0.37610115533381855,-0.26576568158220215,-0.5937640457490934
2025-06-11 15:40:42.416,-0.37177298457724195,-0.2592321744688757,-0.587484968529874,-0.37610115533381844,-0.26568083084047067,-0.5934246361696762
2025-06-11 15:40:42.416,-0.38195691576918644,-0.26941426347665764,-0.5976672559123921,-0.37652548580014955,-0.26551112935700766,-0.5935094885645305
2025-06-11 15:40:42.416,-0.38195691576918644,-0.26941426347665764,-0.6002128277580212,-0.3770346823597467,-0.26576568158220215,-0.5940186029336564
2025-06-11 15:40:42.416,-0.37941093297120076,-0.2668687412247115,-0.5976672559123921,-0.3772044145462791,-0.26610508454912823,-0.5941883077233651
2025-06-11 15:40:42.416,-0.37941093297120076,-0.26941426347665764,-0.5951216840667621,-0.37703468235974674,-0.26576568158220215,-0.5940186029336564
2025-06-11 15:40:42.416,-0.3768649501732142,-0.2643232189727662,-0.5951216840667621,-0.3767800840799481,-0.2654262786152761,-0.5937640457490934
2025-06-11 15:40:42.416,-0.37177298457724195,-0.26177769672082096,-0.590030540375504,-0.37644061970688336,-0.26500202490661856,-0.5935094885645305
2025-06-11 15:40:42.416,-0.37177298457724195,-0.2541411299649843,-0.6002128277580212,-0.3766103518934158,-0.264917174164887,-0.5935943409593847
2025-06-11 15:40:42.416,-0.38195691576918644,-0.2643232189727662,-0.5951216840667621,-0.3768649501732143,-0.2651717263900816,-0.5938488981439478
2025-06-11 15:40:42.416,-0.38195691576918644,-0.2719597857286029,-0.5951216840667621,-0.3773741467328115,-0.26551112935700766,-0.5943580125130736
2025-06-11 15:40:42.416,-0.37941093297120076,-0.2643232189727662,-0.5976672559123921,-0.37745901282607774,-0.2655959800987392,-0.5944428649079279
2025-06-11 15:40:42.416,-0.3768649501732142,-0.26941426347665764,-0.5976672559123921,-0.3772892806395453,-0.2652565771318131,-0.5942731601182193
