Timestamp,Voltage(MQ-3b),Voltage(MQ-3),Voltage(MQ-9B),Smoothed_Voltage(MQ-3b),Smoothed_Voltage(MQ-3),Smoothed_Voltage(MQ-9B)
2025-06-08 20:30:22.644,-0.4990721244765446,0.002956617481514101,0.443471628950018,,,
2025-06-08 20:30:22.644,-0.5016181072745303,0.0004110952295679482,0.44092605710438804,,,
2025-06-08 20:30:22.644,-0.5016181072745303,0.0004110952295679482,0.44092605710438804,,,
2025-06-08 20:30:22.645,-0.5041640900725168,-0.0021344270223773165,0.43583491341312985,,,
2025-06-08 20:30:22.645,-0.5041640900725168,-0.0021344270223773165,0.43583491341312985,,,
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4332893415674999,,,
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4332893415674999,,,
2025-06-08 20:30:22.645,-0.5041640900725168,-0.007225471526267846,0.4307437697218708,-0.502636500393725,-0.0019647255389142397,0.4380410756793417
2025-06-08 20:30:22.645,-0.5067100728705025,-0.009770993778213999,0.4281981978762417,-0.502636500393725,-0.001795024055451222,0.43821078046905027
2025-06-08 20:30:22.645,-0.5067100728705025,-0.009770993778213999,0.4256526260306126,-0.5024667682071926,-0.0016253225719881452,0.43838048525875895
2025-06-08 20:30:22.645,-0.5041640900725168,-0.007225471526267846,0.43838048525875895,-0.5024667682071926,-0.0016253225719881452,0.43838048525875895
2025-06-08 20:30:22.645,-0.5041640900725168,0.0004110952295679482,0.43838048525875895,-0.5022970360206602,-0.0014556210885251276,0.43871989483817614
2025-06-08 20:30:22.645,-0.4990721244765446,0.0004110952295679482,0.4485627726412762,-0.5021273038341277,-0.0014556210885251276,0.43871989483817614
2025-06-08 20:30:22.645,-0.5016181072745303,0.005502139733459366,0.4485627726412762,-0.5019575716475954,-0.00128591960506211,0.4388895996278848
2025-06-08 20:30:22.645,-0.49398015888057234,0.00804766198540463,0.4485627726412762,-0.5019575716475954,-0.00128591960506211,0.4388895996278848
2025-06-08 20:30:22.645,-0.4990721244765446,0.005502139733459366,0.4460172007956471,-0.5019575716475954,-0.001116218121599092,0.43905930441759344
2025-06-08 20:30:22.645,-0.4990721244765446,0.002956617481514101,0.443471628950018,-0.501787839461063,-0.0007768151546729978,0.439229009207302
2025-06-08 20:30:22.645,-0.5016181072745303,0.0004110952295679482,0.44092605710438804,-0.501787839461063,-0.0006071136712099208,0.43956841878671926
2025-06-08 20:30:22.645,-0.5016181072745303,0.0004110952295679482,0.44092605710438804,-0.5019575716475954,-0.0007768151546729978,0.43888959962788476
2025-06-08 20:30:22.645,-0.5016181072745303,-0.0021344270223773165,0.43583491341312985,-0.5022970360206601,-0.0014556210885251276,0.4385501900484675
2025-06-08 20:30:22.645,-0.5016181072745303,-0.0021344270223773165,0.43583491341312985,-0.502636500393725,-0.0017950240554511629,0.43821078046905027
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4332893415674999,-0.502636500393725,-0.002473829989303293,0.43787137088963307
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4332893415674999,-0.5033154291398546,-0.0026435314727663102,0.4375319613102159
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4307437697218708,-0.5031456969533222,-0.0026435314727663102,0.43804107567934175
2025-06-08 20:30:22.645,-0.5067100728705025,-0.007225471526267846,0.4307437697218708,-0.5029759647667899,-0.002473829989303293,0.4382107804690503
2025-06-08 20:30:22.645,-0.5067100728705025,-0.009770993778213999,0.4281981978762417,-0.5029759647667899,-0.0023041285058402155,0.4385501900484676
2025-06-08 20:30:22.645,-0.5092560556684891,-0.009770993778213999,0.4332893415674999,-0.5028062325802575,-0.0021344270223771387,0.43871989483817625
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.443471628950018,-0.5028062325802575,-0.0019647255389141213,0.4390593044175935
2025-06-08 20:30:22.645,-0.5016181072745303,-0.004679949274322581,0.443471628950018,-0.5028062325802575,-0.0017950240554511037,0.43922900920730207
2025-06-08 20:30:22.645,-0.5041640900725168,0.005502139733459366,0.443471628950018,-0.5028062325802575,-0.001625322571988086,0.43939871399701075
2025-06-08 20:30:22.645,-0.4965261416785589,0.005502139733459366,0.45365391633253527,-0.5028062325802575,-0.0014556210885250684,0.43939871399701075
2025-06-08 20:30:22.645,-0.4965261416785589,0.005502139733459366,0.4460172007956471,-0.5028062325802575,-0.0014556210885250684,0.4395684187867194
2025-06-08 20:30:22.645,-0.5016181072745303,0.002956617481514101,0.4460172007956471,-0.5028062325802575,-0.0012859196050620505,0.4395684187867194
2025-06-08 20:30:22.645,-0.4990721244765446,0.002956617481514101,0.443471628950018,-0.5028062325802575,-0.0011162181215989737,0.4395684187867194
2025-06-08 20:30:22.645,-0.5016181072745303,0.0004110952295679482,0.44092605710438804,-0.502636500393725,-0.0011162181215989737,0.4392290092073022
2025-06-08 20:30:22.645,-0.5016181072745303,0.0004110952295679482,0.43838048525875895,-0.5028062325802574,-0.0014556210885250684,0.4380410756793418
2025-06-08 20:30:22.645,-0.5041640900725168,-0.0021344270223773165,0.43583491341312985,-0.5033154291398546,-0.0012859196050620505,0.43719255173079863
2025-06-08 20:30:22.645,-0.5041640900725168,-0.0021344270223773165,0.4332893415674999,-0.5031456969533222,-0.0019647255389141803,0.43719255173079863
2025-06-08 20:30:22.645,-0.5041640900725168,-0.004679949274322581,0.4332893415674999,-0.5036548935129194,-0.002134427022377198,0.4361743229925469
